iter	Logloss
148	0.3594729325
149	0.3580833632
150	0.3567593673
151	0.3556433382
152	0.3543508464
153	0.3526458083
154	0.3511007901
155	0.3502810577
156	0.349166607
157	0.3476452334
158	0.3462240943
159	0.3444827507
160	0.3434775122
161	0.3422978171
162	0.3408517509
163	0.3397536771
164	0.3385312968
165	0.3373664001
166	0.3362567507
167	0.334588018
168	0.3335918887
169	0.3322391839
170	0.3311819537
171	0.3299028462
172	0.328845353
173	0.3278106163
174	0.3265831059
175	0.3252639771
176	0.3239836528
177	0.3227927109
178	0.3218376883
179	0.3208565548
180	0.3195960275
181	0.3184748025
182	0.317450063
183	0.3164887593
184	0.3150084265
185	0.3139203499
186	0.312907778
187	0.3119565043
188	0.3107874311
189	0.3100219266
190	0.3090330979
191	0.3081098096
192	0.3070976652
193	0.3058542054
194	0.3049704782
195	0.3035756473
196	0.3025857333
197	0.3014782215
198	0.3002973754
199	0.2991497434
200	0.2980830752
201	0.2971277566
202	0.2960167589
203	0.2950102707
204	0.2938679662
205	0.2932017754
206	0.2924581725
207	0.291574807
208	0.290611859
209	0.2901225583
210	0.2893559357
211	0.2883134053
212	0.2868408992
213	0.2859477997
214	0.2849276312
215	0.2840534736
216	0.2831245291
217	0.282294964
218	0.2810489391
219	0.2804142196
220	0.2796008669
221	0.2787420667
222	0.278051771
223	0.2770729065
224	0.2761483028
225	0.2755450216
226	0.2747236778
227	0.2739183163
228	0.2732938569
229	0.2722179972
230	0.2713679774
231	0.2702880399
232	0.2696173602
233	0.2687054338
234	0.2679471805
235	0.2671028992
236	0.2663878572
237	0.2654273757
238	0.2645333882
239	0.26368276
240	0.2631864383
241	0.2624608402
242	0.2616790245
243	0.2608653101
244	0.2602519989
245	0.2593735498
246	0.2586957997
247	0.257741665
248	0.2570731393
249	0.2560694793
250	0.2552980226
251	0.2543957151
252	0.2536361135
253	0.2530463317
254	0.2522610303
255	0.2514909218
256	0.2506998325
257	0.2498469188
258	0.2491606351
259	0.2485878056
260	0.2480431261
261	0.247532565
262	0.2468936197
263	0.2460396865
264	0.2451235344
265	0.2441948858
266	0.2435087007
267	0.2427688467
268	0.2422553753
269	0.2415258802
270	0.2406464938
271	0.2400380496
272	0.2391164221
273	0.2384064773
274	0.2376600792
275	0.2369310116
276	0.2362086362
277	0.2356169635
278	0.2349080875
279	0.2341142852
280	0.2335777283
281	0.2328237007
282	0.232407833
283	0.2319796661
284	0.2315220997
285	0.230722115
286	0.2301509627
287	0.2297806247
288	0.2289915085
289	0.228023973
290	0.2274794085
291	0.2268941156
292	0.2263359201
293	0.2256061291
294	0.225162243
295	0.2246824955
296	0.2244794451
297	0.2240628538
298	0.2236220261
299	0.2230224116
300	0.2221144314
301	0.2215492808
302	0.2208208216
303	0.2202002262
304	0.2193776164
305	0.2188397112
306	0.2183476974
307	0.2177636706
308	0.2173788465
309	0.216831273
310	0.2161497083
311	0.2155878133
312	0.2151144948
313	0.2145627778
314	0.2140720631
315	0.2133020861
316	0.2127972965
317	0.2122818026
318	0.2116064203
319	0.2111236638
320	0.2107582257
321	0.2100776475
322	0.2096768083
323	0.2091726763
324	0.2088274134
325	0.2082383057
326	0.2076099166
327	0.2070371365
328	0.2065332347
329	0.2059402137
330	0.205596299
331	0.2048968776
332	0.2042762493
333	0.203669992
334	0.2031076037
335	0.2023971492
336	0.2018054272
337	0.2010967485
338	0.2004929411
339	0.1998625295
340	0.1993463779
341	0.1987520744
342	0.1982071646
343	0.1977701516
344	0.1972330356
345	0.1967396078
346	0.1962394386
347	0.1957821846
348	0.1954080154
349	0.1949150809
350	0.1943767153
351	0.1939924503
352	0.1935526914
353	0.1931636087
354	0.1925525336
355	0.1921192531
356	0.1915750504
357	0.1908248046
358	0.1903924613
359	0.1897764042
360	0.1893981079
361	0.1887672359
362	0.1882992777
363	0.1877675221
364	0.1873458994
365	0.1870076739
366	0.1866010797
367	0.1861282875
368	0.1856993642
369	0.1851336709
370	0.1846107286
371	0.1842803955
372	0.183873045
373	0.1835037758
374	0.1829907319
375	0.1824823741
376	0.1820133966
377	0.1815443368
378	0.1813245971
379	0.1808259076
380	0.1800795095
381	0.1795533937
382	0.1792578204
383	0.1788299001
384	0.1783095557
385	0.1780516197
386	0.17771859
387	0.1771230369
388	0.1767989192
389	0.1763469104
390	0.1758053714
391	0.175295912
392	0.1749009757
393	0.1745816593
394	0.1740327375
395	0.1736853369
396	0.1732104071
397	0.1729430495
398	0.1726006804
399	0.1723115855
400	0.1718362118
401	0.1711973322
402	0.1709073823
403	0.1705461371
404	0.1703053178
405	0.1697852365
406	0.1693383907
407	0.1690798463
408	0.1686539157
409	0.168277872
410	0.1678812915
411	0.1673328465
412	0.1668426579
413	0.1663687311
414	0.1660785346
415	0.1658010812
416	0.1653161707
417	0.1648873954
418	0.1645484957
419	0.1642016871
420	0.1638392744
421	0.1635263706
422	0.1631374524
423	0.162872298
424	0.1625291726
425	0.1621258341
426	0.1617155568
427	0.1613563505
428	0.1611118646
429	0.1608685296
430	0.1604182474
431	0.1602184197
432	0.1600108147
433	0.1597555424
434	0.1594739782
435	0.159216815
436	0.1588827659
437	0.1585676752
438	0.1581610482
439	0.157744605
440	0.157468434
441	0.1571405674
442	0.1568741141
443	0.1566299241
444	0.1562769002
445	0.155967252
446	0.1554307938
447	0.1550366467
448	0.1546527271
449	0.1543917656
450	0.1540771353
451	0.1537566514
452	0.1534220597
453	0.1529240937
454	0.1526081151
455	0.1523587293
456	0.151869149
457	0.1515554231
458	0.1512294638
459	0.1510396826
460	0.150687267
461	0.1503622121
462	0.1498569784
463	0.1496013444
464	0.1492852178
465	0.1489585515
466	0.1485520396
467	0.1481614771
468	0.1478217717
469	0.1475254914
470	0.1473675761
471	0.1471112514
472	0.1468142477
473	0.1464813167
474	0.1461344094
475	0.145854654
476	0.1454506743
477	0.1451676632
478	0.1449374824
479	0.144688968
480	0.144411531
481	0.1441458998
482	0.143913006
483	0.1437393221
484	0.1435487353
485	0.1432763955
486	0.1431017086
487	0.1428270998
488	0.1425437927
489	0.1423222114
490	0.1420278878
491	0.1417359977
492	0.1415797924
493	0.1413331361
494	0.141053693
495	0.1407170296
496	0.1404880162
497	0.1402366572
498	0.1398124695
499	0.139552511
500	0.1391808082
501	0.1388740211
502	0.1385074155
503	0.1383125371
504	0.138045311
505	0.1376372041
506	0.1374891544
507	0.1372078945
508	0.1370046632
509	0.1368461313
510	0.1366255694
511	0.136319588
512	0.1359617463
513	0.1357202119
514	0.1354229615
515	0.1351287612
516	0.1348481343
517	0.1345325503
518	0.1344223434
519	0.1341064716
520	0.1339270164
521	0.13366691
522	0.1334535829
523	0.1332259014
524	0.1329873595
525	0.1326609069
526	0.1324971462
527	0.132334479
528	0.1322254559
529	0.1319872757
530	0.1317396493
531	0.1315122473
532	0.1313307368
533	0.1310456375
534	0.1308603451
535	0.1305926915
536	0.1303030951
537	0.130104846
538	0.1299191179
539	0.1296494172
540	0.1294417381
541	0.1292887474
542	0.129028419
543	0.1287057893
544	0.128505715
545	0.1282715304
546	0.1279632223
547	0.1276797919
548	0.1275756606
549	0.1272937676
550	0.1270951896
551	0.1267818582
552	0.1264970467
553	0.1263170078
554	0.1260851498
555	0.1256886515
556	0.1254946528
557	0.1251707324
558	0.12501248
559	0.1246757918
560	0.1245474322
561	0.1242979642
562	0.1240966978
563	0.1238834529
564	0.1235310456
565	0.123313205
566	0.1230870691
567	0.1228489218
568	0.1225431376
569	0.1223740002
570	0.1220768649
571	0.1218181972
572	0.1215116895
573	0.1213784711
574	0.121206004
575	0.1210641039
576	0.120821624
577	0.1204704087
578	0.1201921578
579	0.1199363922
580	0.1197649857
581	0.1195094503
582	0.1192929334
583	0.1190733005
584	0.1188198616
585	0.1186822447
586	0.1183791078
587	0.1182833704
588	0.1181015639
589	0.1179574194
590	0.1177241145
591	0.1175574434
592	0.1173580762
593	0.117108419
594	0.1168870926
595	0.1166674186
596	0.1165038142
597	0.116219537
598	0.1160303806
599	0.1158659623
600	0.1156598946
601	0.1155067888
602	0.1153551628
603	0.115182556
604	0.1149669516
605	0.1147564855
606	0.1145092043
607	0.1142440171
608	0.1140226907
609	0.1137274874
610	0.1136609932
611	0.1135128202
612	0.113356582
613	0.1130938448
614	0.1128405703
615	0.112642428
616	0.1124730028
617	0.1122555897
618	0.111963938
619	0.1117355988
620	0.1115166977
621	0.1113340772
622	0.1111949723
623	0.1110076411
624	0.1108614741
625	0.1106625919
626	0.1105141969
627	0.1101911972
628	0.1100393575
629	0.1098785894
630	0.1096498637
631	0.1094588987
632	0.1092996186
633	0.1091503521
634	0.1089549393
635	0.1087850456
636	0.1086093475
637	0.1083472597
638	0.1081654286
639	0.1080087875
640	0.1078134405
641	0.1075686422
642	0.1074247196
643	0.1071745527
644	0.1070040177
645	0.1068267822
646	0.1065327217
647	0.1063001567
648	0.1061315372
649	0.1059136226
650	0.1057059683
651	0.1055431448
652	0.1053684004
653	0.1051530016
654	0.104938803
655	0.1047147389
656	0.104498781
657	0.1043204275
658	0.1040984515
659	0.1038523378
660	0.103662162
661	0.103528031
662	0.1033650924
663	0.1032329263
664	0.1031230729
665	0.1029437657
666	0.1027896322
667	0.1026345286
668	0.1024886329
669	0.1022949465
670	0.1020839297
671	0.1018735376
672	0.1017492886
673	0.1016259687
674	0.1014674943
675	0.1012417119
676	0.10102152
677	0.1008978219
678	0.1006679864
679	0.1006047479
680	0.100406063
681	0.1002517651
682	0.100141254
683	0.0999958844
684	0.09985569428
685	0.09969870798
686	0.09949036302
687	0.09928040669
688	0.09912425074
689	0.09898061588
690	0.09873840727
691	0.09860056844
692	0.09844030183
693	0.09826172631
694	0.09803515467
695	0.09784948415
696	0.09771739203
697	0.09751735062
698	0.09732542367
699	0.09710602925
700	0.09693686715
701	0.09676451519
702	0.09663960029
703	0.0964979961
704	0.09633289534
705	0.09618644057
706	0.09603418975
707	0.09578979426
708	0.09565575369
709	0.09550083095
710	0.09528030198
711	0.09509660458
712	0.09500583287
713	0.09479917329
714	0.0946574951
715	0.09452961231
716	0.09439784083
717	0.09421327196
718	0.09408171424
719	0.09391677791
720	0.09369343725
721	0.09357316741
722	0.09336700111
723	0.09317959588
724	0.0929932101
725	0.09289233438
726	0.09278302357
727	0.09262528913
728	0.09251195809
729	0.09235387013
730	0.09225039647
731	0.09206655108
732	0.0918820151
733	0.09176487758
734	0.09163179069
735	0.09148318192
736	0.09131283596
737	0.09105345299
738	0.09092641699
739	0.09082275424
740	0.09072987787
741	0.0906124115
742	0.09044057747
743	0.09027795134
744	0.09016017256
745	0.09001463035
746	0.08986688482
747	0.08973514623
748	0.08958449857
749	0.08940064496
750	0.0892428283
751	0.08907461166
752	0.08888678715
753	0.08873676432
754	0.0885504032
755	0.08837411321
756	0.08824728275
757	0.08807818643
758	0.08789204729
759	0.08771824837
760	0.08764260391
761	0.0875088182
762	0.08733481374
763	0.08720032922
764	0.08708471265
765	0.08694939778
766	0.08675646782
767	0.08660813036
768	0.08647468172
769	0.08630055395
770	0.08622490127
771	0.08607931795
772	0.08600378036
773	0.08586336004
774	0.08578721408
775	0.08567165506
776	0.08553891346
777	0.0853606668
778	0.08521676886
779	0.08509196084
780	0.08491806326
781	0.08479297572
782	0.08465014655
783	0.08442801443
784	0.08420743613
785	0.08409709766
786	0.08398563286
787	0.08383704876
788	0.08366490233
789	0.08352404627
790	0.08329277203
791	0.08317526456
792	0.08305539756
793	0.08291713123
794	0.08279130377
795	0.08262927779
796	0.08251124415
797	0.08228957242
798	0.08217902019
799	0.08203402881
800	0.08190657353
801	0.08179600485
802	0.08164805379
803	0.08152319645
804	0.0814357215
805	0.08129590955
806	0.0812002626
807	0.08107953236
808	0.0809187067
809	0.08080609914
810	0.0807225622
811	0.08063353341
812	0.080485755
813	0.08026938603
814	0.08013860111
815	0.08004670308
816	0.07996980075
817	0.07979891218
818	0.0796455186
819	0.07955069378
820	0.0794091718
821	0.07932927691
822	0.07921943993
823	0.07907660254
824	0.07896727529
825	0.07886192716
826	0.07871394322
827	0.07855405479
828	0.07835088927
829	0.07825481481
830	0.07818232734
831	0.07809581428
832	0.07797840546
833	0.07788169795
834	0.07778379835
835	0.0776015479
836	0.07749088057
837	0.07737758242
838	0.07730316294
839	0.07724918168
840	0.07711489447
841	0.07703861697
842	0.07693065446
843	0.07681109165
844	0.0766749382
845	0.07659385944
846	0.07646138093
847	0.07635292514
848	0.07621232395
849	0.07613161515
850	0.07598235689
851	0.07581189583
852	0.07567088357
853	0.07559003501
854	0.07546641909
855	0.0753599693
856	0.07527797798
857	0.07515629407
858	0.07495023464
859	0.07485291054
860	0.07472357257
861	0.07463986298
862	0.0745775453
863	0.07443657415
864	0.07437682152
865	0.074281265
866	0.07413536105
867	0.07404932482
868	0.07388905821
869	0.07381444964
870	0.07366714806
871	0.07358274789
872	0.07346065291
873	0.07328262
874	0.07318317479
875	0.07304097866
876	0.07292883972
877	0.07281873966
878	0.07273597553
879	0.07261482601
880	0.07248190354
881	0.07236020318
882	0.07231840594
883	0.07218358434
884	0.07205765823
885	0.07194524798
886	0.07188893187
887	0.07172867347
888	0.07164391156
889	0.0715480344
890	0.07145699139
891	0.07131273993
892	0.07120815639
893	0.07107775787
894	0.07097929922
895	0.07089637066
896	0.07080412733
897	0.07070430394
898	0.07064183827
899	0.07052304005
900	0.07039653844
901	0.07030222334
902	0.07021029242
903	0.0701677717
904	0.0700773124
905	0.0699423346
906	0.06984753444
907	0.06974986504
908	0.06966942754
909	0.06962062573
910	0.06953280548
911	0.06947647292
912	0.06939343748
913	0.06933082383
914	0.06922244204
915	0.0691024846
916	0.06899619102
917	0.06887824782
918	0.06875789577
919	0.06865435633
920	0.06856930256
921	0.06851695735
922	0.06842256003
923	0.06835538765
924	0.06821504133
925	0.06809303678
926	0.06799193086
927	0.06787235983
928	0.06774513886
929	0.06765295719
930	0.06759778385
931	0.0675142428
932	0.0674229737
933	0.06729038008
934	0.06721729657
935	0.06705449367
936	0.06696819026
937	0.06691014767
938	0.06681664237
939	0.06671535558
940	0.06663748314
941	0.06655875979
942	0.06644176615
943	0.06632611669
944	0.06627558018
945	0.06608944926
946	0.06599690174
947	0.06584317931
948	0.06575521518
949	0.06568155618
950	0.06560782729
951	0.06551808324
952	0.06546992269
953	0.06538851097
954	0.06531246777
955	0.06517797503
956	0.06508793091
957	0.06497002881
958	0.06488231955
959	0.06475180593
960	0.06461471525
961	0.06454744421
962	0.06445848531
963	0.06433639855
964	0.06425311648
965	0.0641823226
966	0.06406922176
967	0.06397764436
968	0.06386053562
969	0.06372894912
970	0.06363618785
971	0.06358372754
972	0.06350384498
973	0.06339998081
974	0.06325995511
975	0.06316321883
976	0.06306727179
977	0.06297842387
978	0.06287785234
979	0.06277667243
980	0.06266287277
981	0.06260622781
982	0.06253603409
983	0.06246104734
984	0.06237294345
985	0.06230445566
986	0.06221501992
987	0.06212826433
988	0.06205655789
989	0.0619836388
990	0.06187928956
991	0.06179237366
992	0.06168929873
993	0.06156477024
994	0.06148471503
995	0.06140232086
996	0.0613688025
997	0.06129198239
998	0.06121414694
999	0.06117665357
